000AD9A7, VCU_INV_Torque_Command, -338
000AEDC6, VCU_INV_Torque_Limit_Command, 840.0
000AEDC6, VCU_INV_Torque_Command, -936
000AEDC6, VCU_INV_Speed_Command, -936
000AEDC6, VCU_INV_Direction_Command, CW
000AEDC6, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC6, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC6, VCU_INV_Speed_Mode_Enable, 1
000AEDC6, VCU_INV_Torque_Limit_Command, 860.0
000AEDC6, VCU_INV_Torque_Command, -938
000AEDC6, VCU_INV_Speed_Command, -938
000AEDC6, VCU_INV_Direction_Command, CW
000AEDC6, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC6, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC6, VCU_INV_Speed_Mode_Enable, 0
000AEDC6, VCU_INV_Torque_Limit_Command, 880.0
000AEDC6, VCU_INV_Torque_Command, -940
000AEDC6, VCU_INV_Speed_Command, -940
000AEDC6, VCU_INV_Direction_Command, CW
000AEDC6, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC6, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC6, VCU_INV_Speed_Mode_Enable, 1
000AEDC6, VCU_INV_Torque_Limit_Command, 900.0
000AEDC6, VCU_INV_Torque_Command, -942
000AEDC6, VCU_INV_Speed_Command, -942
000AEDC6, VCU_INV_Direction_Command, CW
000AEDC6, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC6, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC6, VCU_INV_Speed_Mode_Enable, 0
000AEDC6, VCU_INV_Torque_Limit_Command, 920.0
000AEDC6, VCU_INV_Torque_Command, -945
000AEDC6, VCU_INV_Speed_Command, -945
000AEDC6, VCU_INV_Direction_Command, CW
000AEDC6, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC6, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC6, VCU_INV_Speed_Mode_Enable, 1
000AEDC6, VCU_INV_Torque_Limit_Command, 940.0
000AEDC7, VCU_INV_Torque_Command, -947
000AEDC7, VCU_INV_Speed_Command, -947
000AEDC7, VCU_INV_Direction_Command, CW
000AEDC7, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC7, VCU_INV_Speed_Mode_Enable, 0
000AEDC7, VCU_INV_Torque_Limit_Command, 960.0
000AEDC7, VCU_INV_Torque_Command, -949
000AEDC7, VCU_INV_Speed_Command, -949
000AEDC7, VCU_INV_Direction_Command, CW
000AEDC7, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC7, VCU_INV_Speed_Mode_Enable, 1
000AEDC7, VCU_INV_Torque_Limit_Command, 980.0
000AEDC7, VCU_INV_Torque_Command, -951
000AEDC7, VCU_INV_Speed_Command, -951
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC7, VCU_INV_Speed_Mode_Enable, 0
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC7, VCU_INV_Torque_Command, -952
000AEDC7, VCU_INV_Speed_Command, -952
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC7, VCU_INV_Speed_Mode_Enable, 1
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC7, VCU_INV_Torque_Command, -954
000AEDC7, VCU_INV_Speed_Command, -954
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC7, VCU_INV_Speed_Mode_Enable, 0
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC7, VCU_INV_Torque_Command, -956
000AEDC7, VCU_INV_Speed_Command, -956
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC7, VCU_INV_Speed_Mode_Enable, 1
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC7, VCU_INV_Torque_Command, -958
000AEDC7, VCU_INV_Speed_Command, -958
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC7, VCU_INV_Speed_Mode_Enable, 0
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC7, VCU_INV_Torque_Command, -960
000AEDC7, VCU_INV_Speed_Command, -960
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC7, VCU_INV_Speed_Mode_Enable, 1
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC7, VCU_INV_Torque_Command, -962
000AEDC7, VCU_INV_Speed_Command, -962
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC7, VCU_INV_Speed_Mode_Enable, 0
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC7, VCU_INV_Torque_Command, -963
000AEDC7, VCU_INV_Speed_Command, -963
000AEDC7, VCU_INV_Direction_Command, CCW
000AEDC7, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC7, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC7, VCU_INV_Speed_Mode_Enable, 1
000AEDC7, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -965
000AEDC8, VCU_INV_Speed_Command, -965
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC8, VCU_INV_Speed_Mode_Enable, 0
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -967
000AEDC8, VCU_INV_Speed_Command, -967
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC8, VCU_INV_Speed_Mode_Enable, 1
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -968
000AEDC8, VCU_INV_Speed_Command, -968
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC8, VCU_INV_Speed_Mode_Enable, 0
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -970
000AEDC8, VCU_INV_Speed_Command, -970
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC8, VCU_INV_Speed_Mode_Enable, 1
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -971
000AEDC8, VCU_INV_Speed_Command, -971
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC8, VCU_INV_Speed_Mode_Enable, 0
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -973
000AEDC8, VCU_INV_Speed_Command, -973
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC8, VCU_INV_Speed_Mode_Enable, 1
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -974
000AEDC8, VCU_INV_Speed_Command, -974
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Disable
000AEDC8, VCU_INV_Speed_Mode_Enable, 0
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEDC8, VCU_INV_Torque_Command, -975
000AEDC8, VCU_INV_Speed_Command, -975
000AEDC8, VCU_INV_Direction_Command, CCW
000AEDC8, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEDC8, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEDC8, VCU_INV_Speed_Mode_Enable, 1
000AEDC8, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB0, VCU_INV_Torque_Command, -977
000AEEB0, VCU_INV_Speed_Command, -977
000AEEB0, VCU_INV_Direction_Command, CCW
000AEEB0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB0, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB0, VCU_INV_Speed_Mode_Enable, 0
000AEEB0, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB0, VCU_INV_Torque_Command, -978
000AEEB0, VCU_INV_Speed_Command, -978
000AEEB0, VCU_INV_Direction_Command, CCW
000AEEB0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB0, VCU_INV_Speed_Mode_Enable, 1
000AEEB0, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB0, VCU_INV_Torque_Command, -979
000AEEB0, VCU_INV_Speed_Command, -979
000AEEB0, VCU_INV_Direction_Command, CCW
000AEEB0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB0, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB0, VCU_INV_Speed_Mode_Enable, 0
000AEEB0, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB0, VCU_INV_Torque_Command, -981
000AEEB0, VCU_INV_Speed_Command, -981
000AEEB0, VCU_INV_Direction_Command, CCW
000AEEB0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB0, VCU_INV_Speed_Mode_Enable, 1
000AEEB0, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB0, VCU_INV_Torque_Command, -982
000AEEB0, VCU_INV_Speed_Command, -982
000AEEB0, VCU_INV_Direction_Command, CCW
000AEEB0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB0, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB0, VCU_INV_Speed_Mode_Enable, 0
000AEEB0, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB0, VCU_INV_Torque_Command, -983
000AEEB0, VCU_INV_Speed_Command, -983
000AEEB0, VCU_INV_Direction_Command, CCW
000AEEB0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB0, VCU_INV_Speed_Mode_Enable, 1
000AEEB0, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -984
000AEEB1, VCU_INV_Speed_Command, -984
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB1, VCU_INV_Speed_Mode_Enable, 0
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -985
000AEEB1, VCU_INV_Speed_Command, -985
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB1, VCU_INV_Speed_Mode_Enable, 1
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -986
000AEEB1, VCU_INV_Speed_Command, -986
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB1, VCU_INV_Speed_Mode_Enable, 0
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -987
000AEEB1, VCU_INV_Speed_Command, -987
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB1, VCU_INV_Speed_Mode_Enable, 1
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -988
000AEEB1, VCU_INV_Speed_Command, -988
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB1, VCU_INV_Speed_Mode_Enable, 0
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -989
000AEEB1, VCU_INV_Speed_Command, -989
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB1, VCU_INV_Speed_Mode_Enable, 1
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -990
000AEEB1, VCU_INV_Speed_Command, -990
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB1, VCU_INV_Speed_Mode_Enable, 0
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -991
000AEEB1, VCU_INV_Speed_Command, -991
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB1, VCU_INV_Speed_Mode_Enable, 1
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB1, VCU_INV_Torque_Command, -992
000AEEB1, VCU_INV_Speed_Command, -992
000AEEB1, VCU_INV_Direction_Command, CCW
000AEEB1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB1, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB1, VCU_INV_Speed_Mode_Enable, 0
000AEEB1, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -992
000AEEB2, VCU_INV_Speed_Command, -992
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB2, VCU_INV_Speed_Mode_Enable, 1
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -993
000AEEB2, VCU_INV_Speed_Command, -993
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB2, VCU_INV_Speed_Mode_Enable, 0
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -994
000AEEB2, VCU_INV_Speed_Command, -994
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB2, VCU_INV_Speed_Mode_Enable, 1
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -994
000AEEB2, VCU_INV_Speed_Command, -994
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB2, VCU_INV_Speed_Mode_Enable, 0
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -995
000AEEB2, VCU_INV_Speed_Command, -995
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB2, VCU_INV_Speed_Mode_Enable, 1
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -996
000AEEB2, VCU_INV_Speed_Command, -996
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB2, VCU_INV_Speed_Mode_Enable, 0
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -996
000AEEB2, VCU_INV_Speed_Command, -996
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB2, VCU_INV_Speed_Mode_Enable, 1
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -997
000AEEB2, VCU_INV_Speed_Command, -997
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB2, VCU_INV_Speed_Mode_Enable, 0
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB2, VCU_INV_Torque_Command, -997
000AEEB2, VCU_INV_Speed_Command, -997
000AEEB2, VCU_INV_Direction_Command, CCW
000AEEB2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB2, VCU_INV_Speed_Mode_Enable, 1
000AEEB2, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -998
000AEEB3, VCU_INV_Speed_Command, -998
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB3, VCU_INV_Speed_Mode_Enable, 0
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -998
000AEEB3, VCU_INV_Speed_Command, -998
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB3, VCU_INV_Speed_Mode_Enable, 1
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -998
000AEEB3, VCU_INV_Speed_Command, -998
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB3, VCU_INV_Speed_Mode_Enable, 0
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -999
000AEEB3, VCU_INV_Speed_Command, -999
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB3, VCU_INV_Speed_Mode_Enable, 1
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -999
000AEEB3, VCU_INV_Speed_Command, -999
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB3, VCU_INV_Speed_Mode_Enable, 0
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -999
000AEEB3, VCU_INV_Speed_Command, -999
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB3, VCU_INV_Speed_Mode_Enable, 1
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -999
000AEEB3, VCU_INV_Speed_Command, -999
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB3, VCU_INV_Speed_Mode_Enable, 0
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -999
000AEEB3, VCU_INV_Speed_Command, -999
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB3, VCU_INV_Speed_Mode_Enable, 1
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB3, VCU_INV_Torque_Command, -999
000AEEB3, VCU_INV_Speed_Command, -999
000AEEB3, VCU_INV_Direction_Command, CCW
000AEEB3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB3, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB3, VCU_INV_Speed_Mode_Enable, 0
000AEEB3, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -999
000AEEB4, VCU_INV_Speed_Command, -999
000AEEB4, VCU_INV_Direction_Command, CCW
000AEEB4, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB4, VCU_INV_Speed_Mode_Enable, 1
000AEEB4, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -1000
000AEEB4, VCU_INV_Speed_Command, -1000
000AEEB4, VCU_INV_Direction_Command, CCW
000AEEB4, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB4, VCU_INV_Speed_Mode_Enable, 0
000AEEB4, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -999
000AEEB4, VCU_INV_Speed_Command, -999
000AEEB4, VCU_INV_Direction_Command, CCW
000AEEB4, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB4, VCU_INV_Speed_Mode_Enable, 1
000AEEB4, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -999
000AEEB4, VCU_INV_Speed_Command, -999
000AEEB4, VCU_INV_Direction_Command, CCW
000AEEB4, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB4, VCU_INV_Speed_Mode_Enable, 0
000AEEB4, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -999
000AEEB4, VCU_INV_Speed_Command, -999
000AEEB4, VCU_INV_Direction_Command, CCW
000AEEB4, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB4, VCU_INV_Speed_Mode_Enable, 1
000AEEB4, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -999
000AEEB4, VCU_INV_Speed_Command, -999
000AEEB4, VCU_INV_Direction_Command, CCW
000AEEB4, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB4, VCU_INV_Speed_Mode_Enable, 0
000AEEB4, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -999
000AEEB4, VCU_INV_Speed_Command, -999
000AEEB4, VCU_INV_Direction_Command, CCW
000AEEB4, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB4, VCU_INV_Speed_Mode_Enable, 1
000AEEB4, VCU_INV_Torque_Limit_Command, 1000.0
000AEEB4, VCU_INV_Torque_Command, -661
000AEEB4, VCU_INV_Speed_Command, -661
000AEEB4, VCU_INV_Direction_Command, CW
000AEEB4, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB4, VCU_INV_Speed_Mode_Enable, 1
000AEEB4, VCU_INV_Torque_Limit_Command, -700.0
000AEEB4, VCU_INV_Torque_Command, -656
000AEEB4, VCU_INV_Speed_Command, -656
000AEEB4, VCU_INV_Direction_Command, CW
000AEEB4, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB4, VCU_INV_Speed_Mode_Enable, 0
000AEEB4, VCU_INV_Torque_Limit_Command, -720.0
000AEEB4, VCU_INV_Torque_Command, -651
000AEEB4, VCU_INV_Speed_Command, -651
000AEEB4, VCU_INV_Direction_Command, CW
000AEEB4, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB4, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB4, VCU_INV_Speed_Mode_Enable, 1
000AEEB4, VCU_INV_Torque_Limit_Command, -740.0
000AEEB5, VCU_INV_Torque_Command, -647
000AEEB5, VCU_INV_Speed_Command, -647
000AEEB5, VCU_INV_Direction_Command, CW
000AEEB5, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB5, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB5, VCU_INV_Speed_Mode_Enable, 0
000AEEB5, VCU_INV_Torque_Limit_Command, -760.0
000AEEB5, VCU_INV_Torque_Command, -642
000AEEB5, VCU_INV_Speed_Command, -642
000AEEB5, VCU_INV_Direction_Command, CW
000AEEB5, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AEEB5, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AEEB5, VCU_INV_Speed_Mode_Enable, 1
000AEEB5, VCU_INV_Torque_Limit_Command, -780.0
000AEEB5, VCU_INV_Torque_Command, -637
000AEEB5, VCU_INV_Speed_Command, -637
000AEEB5, VCU_INV_Direction_Command, CW
000AEEB5, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AEEB5, VCU_INV_Inverter_Discharge, Discharge Disable
000AEEB5, VCU_INV_Speed_Mode_Enable, 0
